relName,className,WMC,NA,NAIMP,NM,NMIMP,NumPara,SLOC1,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,SIX,SP,SPA,SPD,CAMC,Co,DCd,DCi,ICH,LCC,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,NHD,NewCo,NewLCOM5,OCC,PCC,SNHD,TCC,ACAIC,ACMIC,AMMIC,CBI,CBO,DAC,DCAEC,DCMEC,DMMEC,ICP,IHICP,MPC,NIHICP,OCAEC,OCAIC,OCMEC,OCMIC,OMMEC,OMMIC,RFC,bug
chart\annotations\CategoryLineAnnotation.java,org.jfree.chart.annotations.CategoryLineAnnotation,37,6,6,19,19,22,173,119,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.075187969924812,0.38562091503268,0.375,0.875,4,0.875,94,17,2,2,0.685185185185185,0.856307435254804,0.450292397660819,0.350877192982456,0.944444444444444,0.555555555555556,-0.733333333333335,0.375,0,0,0,0,15,4,0,0,0,68,0,21,68,0,4,0,20,0,21,50,0
chart\annotations\CategoryPointerAnnotation.java,org.jfree.chart.annotations.CategoryPointerAnnotation,37,30,14,44,23,20,204,151,2,0,2,5,5,0,20,21,3,2,0,0,1,0.136363636363636,1,1,0,0.0635451505016722,0.316017316017316,0.310526315789474,0.9,0,0.9,158,63,2,2,0.86038961038961,0.885679537853451,0.375494071146245,0.177018633540373,0.954545454545455,0.545454545454545,1,0.310526315789474,0,0,9,0,13,2,0,0,0,53,13,24,40,0,2,0,13,0,15,87,0
chart\annotations\CategoryTextAnnotation.java,org.jfree.chart.annotations.CategoryTextAnnotation,22,16,4,24,11,14,107,70,1,1,1,5,2,3,9,13,2,1,1,1,1,0.0833333333333333,1,0,1,0.106060606060606,0.511111111111111,0.533333333333333,0.8,3,0.8,22,0,2,2,0.65,0.793939393939394,0.6,0.409090909090909,0.9,0.6,-1,0.533333333333333,0,0,9,728.937447526457,12,2,0,0,5,51,11,21,40,0,2,0,12,0,12,60,0
chart\annotations\TextAnnotation.java,org.jfree.chart.annotations.TextAnnotation,30,12,12,17,17,10,123,89,0,2,0,4,0,4,17,0,0,0,1,2,0,0,0,0,0,0.0735294117647059,0.333333333333333,0.340659340659341,1,6,1,80,24,1,1,0.869791666666667,0.856617647058824,0.411764705882353,0.181372549019608,1,0.5625,-1,0.340659340659341,0,0,0,1288.54888517447,5,9,0,0,13,24,0,10,24,0,9,0,13,0,10,24,0
chart\annotations\XYBoxAnnotation.java,org.jfree.chart.annotations.XYBoxAnnotation,23,10,8,15,9,27,127,89,1,0,1,3,3,0,6,6,3,1,0,0,1,0.2,0,0,0,0.148148148148148,0.25,0.5,0.5,0,0.5,23,10,4,2,0.640625,0.726851851851852,0.416666666666667,0.430555555555556,0.875,0.5,-0.666666666666665,0.5,0,0,4,0,9,3,0,0,0,59,10,22,49,0,3,0,7,0,18,35,0
chart\annotations\XYDrawableAnnotation.java,org.jfree.chart.annotations.XYDrawableAnnotation,15,8,6,11,5,13,87,60,1,0,1,3,3,0,2,6,3,1,0,0,1,0.272727272727273,0,0,0,0.2,0.333333333333333,0.5,0.5,0,0.5,4,0,2,2,0.458333333333333,0.6,0.6,0.633333333333333,0.75,0.75,0,0.5,0,0,4,0,8,0,0,0,0,30,10,12,20,0,0,0,0,0,8,25,0
chart\annotations\XYImageAnnotation.java,org.jfree.chart.annotations.XYImageAnnotation,24,7,5,18,12,17,115,77,1,0,1,3,3,0,9,6,3,1,0,0,1,0.166666666666667,0,0,0,0.0972222222222222,0.163636363636364,0.428571428571429,0.75,0,0.75,47,28,5,4,0.781818181818182,0.810606060606061,0.303030303030303,0.283333333333333,0.727272727272727,0.636363636363636,-1,0.428571428571429,0,0,4,0,9,2,0,0,0,35,10,14,25,0,2,0,7,0,10,34,0
chart\annotations\XYLineAnnotation.java,org.jfree.chart.annotations.XYLineAnnotation,22,9,7,14,8,20,131,90,1,0,1,3,3,0,5,6,3,1,0,0,1,0.214285714285714,0,0,0,0.135416666666667,0.333333333333333,0.5,0.5,0,0.5,15,2,3,2,0.612244897959184,0.735119047619048,0.5,0.464285714285714,0.857142857142857,0.571428571428571,0,0.5,0,0,4,0,10,2,0,0,0,70,10,24,60,0,2,0,4,0,20,35,0
chart\annotations\XYPointerAnnotation.java,org.jfree.chart.annotations.XYPointerAnnotation,38,30,14,46,23,22,206,152,2,0,2,7,7,0,19,23,4,2,0,0,1,0.173913043478261,0,0,0,0.0635451505016722,0.316017316017316,0.310526315789474,0.9,0,0.9,158,63,2,2,0.86038961038961,0.885679537853451,0.375494071146245,0.177018633540373,0.954545454545455,0.545454545454545,1,0.310526315789474,0,0,14,0,10,2,0,0,0,61,23,28,38,0,2,0,7,0,14,75,0
chart\annotations\XYPolygonAnnotation.java,org.jfree.chart.annotations.XYPolygonAnnotation,30,7,5,19,13,18,146,99,1,0,1,3,3,0,10,6,3,1,0,0,1,0.157894736842105,0,0,0,0.102564102564103,0.409090909090909,0.535714285714286,0.75,0,0.75,41,4,4,2,0.65,0.805555555555556,0.5,0.4,0.916666666666667,0.666666666666667,-0.666666666666667,0.535714285714286,0,0,4,0,10,3,0,0,0,73,10,27,63,0,3,0,10,0,23,41,0
chart\annotations\XYShapeAnnotation.java,org.jfree.chart.annotations.XYShapeAnnotation,22,7,5,15,9,18,125,90,1,0,1,3,3,0,6,6,3,1,0,0,1,0.2,0,0,0,0.148148148148148,0.321428571428571,0.5,0.5,0,0.5,21,6,4,2,0.525,0.726851851851852,0.472222222222222,0.533333333333333,0.875,0.5,-0.666666666666665,0.5,0,0,4,0,10,4,0,0,0,68,10,26,58,0,4,0,10,0,22,38,0
chart\annotations\XYTextAnnotation.java,org.jfree.chart.annotations.XYTextAnnotation,42,16,14,29,23,21,190,133,1,1,1,7,3,4,20,6,3,1,1,1,1,0.103448275862069,0,0,0,0.0590062111801242,0.264069264069264,0.310526315789474,0.9,10,0.9,176,99,2,2,0.886363636363636,0.886504799548278,0.328063241106719,0.152173913043478,0.954545454545455,0.545454545454545,-0.400000000000024,0.310526315789474,0,0,4,1305.64489040367,11,9,0,0,11,59,10,21,49,0,9,0,13,0,17,57,0
chart\axis\Axis.java,org.jfree.chart.axis.Axis,121,39,39,60,60,58,560,388,0,3,0,44,0,44,60,0,0,0,2,14,0,0,4,0,4,0.0444444444444444,0.0829924021040327,0.248185776487663,0.853410740203193,58,0.853410740203193,1598,1426,6,4,0.962624945675793,0.915200430454668,0.113559322033898,0.0534188034188034,0.932203389830508,0.847457627118644,-0.907056798623064,0.248185776487663,0,0,0,71461.8154973339,16,25,0,0,199,188,0,78,188,2,25,8,64,135,78,95,1
chart\axis\AxisCollection.java,org.jfree.chart.axis.AxisCollection,12,4,4,6,6,2,44,31,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.4,0.4,1,0,1,6,0,1,1,0.6,0.666666666666667,0.6,0.5,1,1,0,0.4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,6,14,0,6,0
chart\axis\AxisLocation.java,org.jfree.chart.axis.AxisLocation,18,6,6,6,6,3,71,46,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.1,0.333333333333333,0.333333333333333,9,0.333333333333333,11,7,3,1,0.833333333333333,0.666666666666667,0.4,0.305555555555556,1,0.6,0,0.333333333333333,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,28,2,5,0,6,0
chart\axis\AxisSpace.java,org.jfree.chart.axis.AxisSpace,44,5,5,19,19,16,174,109,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.147368421052632,0.725490196078431,0.73202614379085,0.888888888888889,0,0.888888888888889,42,0,2,2,0.522222222222222,0.754385964912281,0.754385964912281,0.505263157894737,0.944444444444444,0.666666666666667,-0.499999999999999,0.73202614379085,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,28,12,113,0,19,0
chart\axis\AxisState.java,org.jfree.chart.axis.AxisState,17,3,3,13,13,10,56,38,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0.272727272727273,0.418181818181818,0.418181818181818,8,0.418181818181818,53,28,4,2,0.75,0.726495726495726,0.384615384615385,0.307692307692308,0.833333333333333,0.583333333333333,1,0.418181818181818,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,15,3,86,0,13,0
chart\axis\CategoryAnchor.java,org.jfree.chart.axis.CategoryAnchor,10,5,5,4,4,2,41,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333333333,1,1,7,1,3,0,2,1,0.933333333333333,0.5,0.666666666666667,0.3,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,5,2,1,0,4,0
chart\axis\CategoryAxis.java,org.jfree.chart.axis.CategoryAxis,123,52,13,99,47,86,624,398,1,1,1,15,6,9,41,52,6,1,3,3,1,0.0606060606060606,4,4,0,0.0721554116558742,0.0840579710144927,0.301247771836007,0.884135472370767,151,0.884135472370767,981,881,17,3,0.931438127090301,0.873788360213973,0.123034227567068,0.088379705400982,0.847826086956522,0.652173913043478,-0.749514563106796,0.301247771836007,0,0,33,14731.0153789083,29,4,0,0,22,239,61,126,178,0,4,40,58,104,93,197,0
chart\axis\CategoryAxis3D.java,org.jfree.chart.axis.CategoryAxis3D,15,53,1,96,5,12,87,52,2,0,2,5,5,0,2,91,3,2,0,0,1,0.0625,0,0,0,0.25,-0.5,0,0,0,0,10,10,5,4,1.25,0.55,0.1,0,0,0,-1,0,0,0,11,0,7,0,0,0,0,44,37,16,7,0,0,0,1,3,5,195,0
chart\axis\CategoryLabelPosition.java,org.jfree.chart.axis.CategoryLabelPosition,24,7,7,12,12,13,106,66,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.154761904761905,0.181818181818182,0.357142857142857,1,0,1,48,30,4,1,0.818181818181818,0.725108225108225,0.318181818181818,0.25,1,0.727272727272727,-0.733333333333336,0.357142857142857,0,0,0,0,4,4,0,0,0,9,0,6,9,4,4,11,13,32,6,18,0
chart\axis\CategoryLabelPositions.java,org.jfree.chart.axis.CategoryLabelPositions,33,10,10,11,11,16,229,90,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.236363636363636,0.222222222222222,0.833333333333333,1,54,0.583333333333333,45,35,7,1,0.9,0.650909090909091,0.363636363636364,0.181818181818182,1,0.7,-0.52,0.583333333333333,0,0,0,0,6,9,0,0,0,72,0,20,72,1,4,2,10,3,20,21,0
chart\axis\CategoryLabelWidthType.java,org.jfree.chart.axis.CategoryLabelWidthType,10,4,4,4,4,2,40,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333333333,1,1,5,1,3,0,2,1,0.916666666666667,0.5,0.666666666666667,0.3125,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3,2,0,0,4,0
chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,11,8,3,13,6,6,50,34,1,0,1,1,1,0,5,7,1,1,0,0,1,0.0769230769230769,0,0,0,0.166666666666667,0.7,0.7,1,0,1,3,0,1,1,0.4,0.666666666666667,0.8,0.666666666666667,1,1,0,0.7,0,0,2,0,4,3,0,0,0,18,7,7,11,0,3,0,7,6,5,17,0
chart\axis\CompassFormat.java,org.jfree.chart.axis.CompassFormat,6,5,5,5,5,9,32,20,1,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0.3,-0.333333333333333,0.5,0.5,4,0.5,10,10,5,3,1.2,0.5,0.2,0.04,0.5,0,-1,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,10,0,0,5,0
chart\axis\CyclicNumberAxis.java,org.jfree.chart.axis.CyclicNumberAxis,122,87,10,172,34,65,629,387,3,0,3,18,18,0,22,138,12,3,0,0,1,0.209302325581395,2,2,0,0.106617647058824,0.168560606060606,0.380952380952381,0.909090909090909,25,0.909090909090909,449,337,7,3,0.893939393939394,0.83355614973262,0.2174688057041,0.132352941176471,0.939393939393939,0.575757575757576,-0.500000000000001,0.380952380952381,0,0,71,0,18,5,0,0,0,269,122,135,147,0,5,0,20,18,64,261,0
chart\axis\DateAxis.java,org.jfree.chart.axis.DateAxis,149,77,11,156,48,72,959,634,2,0,2,14,14,0,36,108,12,2,0,0,1,0.153846153846154,1,1,0,0.0763888888888889,0.087881591119334,0.240641711229947,0.723707664884136,149,0.450980392156863,1036,944,26,2,0.951644100580271,0.865543735224586,0.125886524822695,0.0681818181818182,0.74468085106383,0.595744680851064,-0.815206929740135,0.188948306595365,0,0,54,0,24,7,0,0,0,559,84,221,475,0,7,0,56,11,167,259,0
chart\axis\DateTick.java,org.jfree.chart.axis.DateTick,7,8,1,15,4,6,28,18,2,0,2,2,2,0,3,11,1,2,0,0,1,0.133333333333333,0,0,0,0.25,1,1,1,0,1,0,0,1,1,0,0.5,1,1,1,1,0,1,0,0,2,0,2,1,0,0,0,11,8,3,3,0,1,0,5,2,1,19,0
chart\axis\DateTickMarkPosition.java,org.jfree.chart.axis.DateTickMarkPosition,10,5,5,4,4,2,41,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333333333,1,1,7,1,3,0,2,1,0.933333333333333,0.5,0.666666666666667,0.3,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,3,2,0,0,4,0
chart\axis\DateTickUnit.java,org.jfree.chart.axis.DateTickUnit,40,17,14,24,19,22,152,99,1,0,1,3,3,0,16,5,3,1,0,0,1,0.125,0,0,0,0.140350877192982,0.189542483660131,0.461538461538462,1,7,1,132,93,6,1,0.900793650793651,0.762183235867446,0.274853801169591,0.146616541353383,1,0.777777777777778,-0.609756097560975,0.461538461538462,0,0,2,0,1,2,0,0,0,7,4,3,3,2,2,9,15,56,1,26,0
chart\axis\ExtendedCategoryAxis.java,org.jfree.chart.axis.ExtendedCategoryAxis,22,55,3,102,11,12,88,60,2,0,2,5,5,0,8,91,3,2,0,0,1,0.0588235294117647,0,0,0,0.109090909090909,0.555555555555556,0.428571428571429,1,0,1,20,0,1,1,0.533333333333333,0.789090909090909,0.636363636363636,0.515151515151515,1,0.7,-1,0.428571428571429,0,0,6,0,7,3,0,0,0,39,14,16,25,0,3,0,9,0,10,204,0
chart\axis\LogAxis.java,org.jfree.chart.axis.LogAxis,81,72,6,146,34,53,463,334,2,0,2,9,9,0,26,112,8,2,0,0,1,0.10958904109589,0,0,0,0.105042016806723,0.121212121212121,0.41501976284585,0.91304347826087,130,0.91304347826087,495,429,16,1,0.868686868686869,0.83371530430354,0.172905525846702,0.156862745098039,0.939393939393939,0.606060606060606,-0.57684630738523,0.41501976284585,0,0,47,0,15,2,0,0,0,343,75,166,268,0,2,0,30,0,119,218,0
chart\axis\LogarithmicAxis.java,org.jfree.chart.axis.LogarithmicAxis,114,87,10,171,28,30,548,332,3,0,3,10,10,0,21,143,7,3,0,0,1,0.12280701754386,0,0,0,0.147959183673469,0.116809116809117,0.222222222222222,0.522875816993464,55,0.522875816993464,321,264,8,1,0.896296296296296,0.76681783824641,0.17989417989418,0.135714285714286,0.962962962962963,0.481481481481481,-0.642512077294686,0.222222222222222,0,0,24,0,8,1,0,0,0,75,29,49,46,0,1,0,3,0,25,248,0
chart\axis\MarkerAxisBand.java,org.jfree.chart.axis.MarkerAxisBand,18,8,8,7,7,18,113,77,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.232142857142857,0.866666666666667,1,1,7,1,3,0,1,1,0.583333333333333,0.607142857142857,0.904761904761905,0.5,1,1,-0.799999999999999,1,0,0,0,0,8,3,0,0,0,28,0,15,28,1,3,2,11,0,15,22,0
chart\axis\ModuloAxis.java,org.jfree.chart.axis.ModuloAxis,34,80,3,160,16,30,189,104,3,0,3,9,9,0,10,144,6,3,0,0,1,0.1125,0,0,0,0.3,0.628571428571429,0.964285714285714,1,30,1,44,0,3,1,0.444444444444444,0.65,0.675,0.583333333333333,1,1,-0.30952380952381,0.964285714285714,0,0,10,0,3,1,0,0,0,55,23,34,32,0,1,0,8,0,24,236,0
chart\axis\MonthDateFormat.java,org.jfree.chart.axis.MonthDateFormat,21,3,3,11,11,23,133,105,1,0,1,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0.153846153846154,-0.133333333333333,0.5,0.5,144,0.5,52,49,9,8,0.8,0.742657342657343,0.0727272727272727,0.272727272727273,0.3,0.3,-0.5,0.5,1,1,0,0,2,2,0,0,0,144,0,72,144,0,1,0,16,0,72,14,0
chart\axis\NumberAxis.java,org.jfree.chart.axis.NumberAxis,102,77,11,150,38,47,713,542,2,1,2,31,10,21,30,112,8,2,5,5,1,0.106666666666667,2,0,2,0.0789473684210526,0.0495495495495496,0.17,0.403333333333333,70,0.403333333333333,666,629,23,7,0.958230958230958,0.864106211474633,0.0995732574679943,0.0669856459330144,0.783783783783784,0.621621621621622,-0.661904761904762,0.17,0,0,56,70582.180000435,18,5,0,0,50,1054,95,459,959,1,5,2,32,55,403,223,0
chart\axis\NumberAxis3D.java,org.jfree.chart.axis.NumberAxis3D,8,78,1,152,3,7,49,35,3,0,3,2,2,0,2,149,1,3,0,0,1,0.0197368421052632,0,0,0,0.333333333333333,-1,1,1,0,1,3,3,3,2,1.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0,0,8,0,7,0,0,0,0,32,27,11,5,0,0,0,1,3,3,230,0
chart\axis\NumberTick.java,org.jfree.chart.axis.NumberTick,3,8,1,15,3,11,18,10,2,1,2,0,0,0,3,12,0,2,1,1,1,0,0,0,0,0.533333333333333,1,1,1,0,1,0,0,1,1,0,0.333333333333333,1,1,1,0.5,-1,1,0,0,2,130.485252994562,2,1,0,0,0,13,13,2,0,0,1,0,9,21,0,18,0
chart\axis\NumberTickUnit.java,org.jfree.chart.axis.NumberTickUnit,14,5,2,12,7,8,50,34,1,0,1,3,3,0,4,5,3,1,0,0,1,0.25,0,0,0,0.285714285714286,0.4,1,1,2,1,11,1,3,1,0.75,0.595238095238095,0.571428571428571,0.357142857142857,1,0.666666666666667,-7.7715611723761e-016,1,0,0,5,0,0,1,0,0,0,9,9,5,0,3,1,6,3,216,0,14,0
chart\axis\PeriodAxis.java,org.jfree.chart.axis.PeriodAxis,121,80,14,155,46,68,614,401,2,0,2,14,14,0,35,109,11,2,0,0,1,0.141935483870968,0,0,0,0.0579710144927536,0.145454545454545,0.20672268907563,0.887394957983193,72,0.887394957983193,857,679,9,3,0.888888888888889,0.894202898550725,0.182608695652174,0.130434782608696,0.911111111111111,0.533333333333333,-0.81675392670157,0.20672268907563,0,0,38,0,18,10,0,0,0,293,69,145,224,0,10,0,50,0,107,261,0
chart\axis\PeriodAxisLabelInfo.java,org.jfree.chart.axis.PeriodAxisLabelInfo,34,14,14,16,16,16,151,102,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.0721153846153846,0.20952380952381,0.212121212121212,0.833333333333333,0,0.833333333333333,84,48,3,2,0.885714285714286,0.858333333333333,0.308333333333333,0.169642857142857,0.933333333333333,0.8,-1,0.212121212121212,0,0,0,0,3,12,0,0,0,17,0,7,17,1,12,2,22,21,7,22,0
chart\axis\QuarterDateFormat.java,org.jfree.chart.axis.QuarterDateFormat,13,6,6,7,7,12,68,46,1,0,1,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0.19047619047619,0,0.333333333333333,0.333333333333333,0,0.333333333333333,18,15,5,2,0.972222222222222,0.661375661375661,0.285714285714286,0.166666666666667,0.833333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,12,0,0,7,0
chart\axis\SegmentedTimeline.java,org.jfree.chart.axis.SegmentedTimeline,84,23,23,45,45,37,639,400,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.0739957716701903,0.307317073170732,0.857317073170732,77,0.768292682926829,914,838,18,2,0.969367588932806,0.862373737373737,0.115151515151515,0.0521739130434783,0.863636363636364,0.659090909090909,-0.308056872037917,0.275609756097561,0,0,0,0,3,7,0,0,0,63,0,48,63,0,6,0,16,3,48,65,0
chart\axis\StandardTickUnitSource.java,org.jfree.chart.axis.StandardTickUnitSource,7,1,1,6,6,4,31,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.222222222222222,-0.3,0.3,0.3,2,0.3,14,13,5,4,0.8,0.6,0.133333333333333,0.333333333333333,0.4,0,0,0.3,0,0,0,0,2,0,0,0,0,7,0,3,7,0,0,0,5,0,3,9,0
