relName,className,WMC,NA,NAIMP,NM,NMIMP,NumPara,SLOC1,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,SIX,SP,SPA,SPD,CAMC,Co,DCd,DCi,ICH,LCC,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,NHD,NewCo,NewLCOM5,OCC,PCC,SNHD,TCC,ACAIC,ACMIC,AMMIC,CBI,CBO,DAC,DCAEC,DCMEC,DMMEC,ICP,IHICP,MPC,NIHICP,OCAEC,OCAIC,OCMEC,OCMIC,OMMEC,OMMIC,RFC,bug
chart\LegendRenderingOrder.java,org.jfree.chart.LegendRenderingOrder,9,4,4,4,4,2,36,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333333333,1,1,5,1,3,0,2,1,0.916666666666667,0.5,0.666666666666667,0.3125,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0
chart\MouseWheelHandler.java,org.jfree.chart.MouseWheelHandler,12,2,2,5,5,5,53,40,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.25,0.666666666666667,1,1,3,1,2,0,1,1,0.375,0.55,0.8,0.7,1,0.75,0,1,0,0,0,0,7,1,0,0,0,16,0,12,16,1,1,0,3,1,12,22,0
chart\PolarChartPanel.java,org.jfree.chart.PolarChartPanel,18,83,3,124,7,12,101,71,2,0,2,2,2,0,5,117,2,2,0,0,1,0.032258064516129,1,1,0,0.257142857142857,-0.0666666666666667,0,0,13,0,20,19,6,2,0.833333333333333,0.619047619047619,0.238095238095238,0.285714285714286,0.166666666666667,0,0,0,0,0,11,0,4,3,0,0,0,35,24,19,11,0,3,0,6,0,8,241,0
chart\StandardChartTheme.java,org.jfree.chart.StandardChartTheme,237,32,32,93,93,58,948,696,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0.0178187403993856,0.1213569039656,0.0835464620630861,0.942455242966752,76,0.914322250639386,3703,3128,7,3,0.925611413043478,0.967247712549255,0.140252454417952,0.0843413978494624,0.967391304347826,0.597826086956522,0.525691699604743,0.0831202046035806,0,0,0,0,51,28,0,0,0,396,0,192,396,0,28,0,77,1,192,257,0
chart\annotations\AbstractAnnotation.java,org.jfree.chart.annotations.AbstractAnnotation,15,2,2,11,11,7,54,37,0,3,0,13,0,13,11,0,0,0,3,15,0,0,0,0,0,0.106060606060606,0.333333333333333,0.733333333333333,1,3,1,31,7,3,2,0.6,0.793939393939394,0.454545454545455,0.454545454545455,0.9,0.7,0,0.733333333333333,0,0,0,4039.93596576346,2,1,0,0,55,3,0,1,3,0,1,0,4,0,1,14,0
chart\annotations\AbstractXYAnnotation.java,org.jfree.chart.annotations.AbstractXYAnnotation,17,4,2,18,9,15,66,42,1,2,1,30,0,30,9,9,0,1,9,10,1,0,0,0,0,0.160493827160494,0.321428571428571,0.523809523809524,0.714285714285714,0,0.714285714285714,19,2,3,3,0.5,0.709876543209877,0.472222222222222,0.555555555555556,0.75,0.5,-0.666666666666665,0.523809523809524,0,0,1,3647.90779484515,7,2,0,0,48,14,1,6,13,0,2,0,14,0,5,26,0
chart\annotations\CategoryLineAnnotation.java,org.jfree.chart.annotations.CategoryLineAnnotation,37,9,7,27,19,22,182,127,1,0,1,1,1,0,18,8,1,1,0,0,1,0.037037037037037,0,0,0,0.075187969924812,0.38562091503268,0.375,0.875,4,0.875,94,17,2,2,0.738095238095238,0.856307435254804,0.450292397660819,0.300751879699248,0.944444444444444,0.555555555555556,-0.733333333333335,0.375,0,0,8,0,15,4,0,0,0,76,8,29,68,0,4,0,20,0,21,62,0
chart\annotations\CategoryPointerAnnotation.java,org.jfree.chart.annotations.CategoryPointerAnnotation,37,32,14,52,23,20,210,158,3,0,3,6,6,0,20,29,3,3,0,0,1,0.173076923076923,1,1,0,0.0635451505016722,0.316017316017316,0.310526315789474,0.9,0,0.9,158,63,2,2,0.86038961038961,0.885679537853451,0.375494071146245,0.177018633540373,0.954545454545455,0.545454545454545,1,0.310526315789474,0,0,16,0,13,2,0,0,0,60,20,31,40,0,2,0,13,0,15,99,0
chart\annotations\CategoryTextAnnotation.java,org.jfree.chart.annotations.CategoryTextAnnotation,22,18,4,32,11,14,109,72,2,1,2,6,3,3,8,21,3,2,1,1,1,0.1875,1,0,1,0.106060606060606,0.511111111111111,0.533333333333333,0.8,3,0.8,22,0,2,2,0.65,0.793939393939394,0.6,0.409090909090909,0.9,0.6,-1,0.533333333333333,0,0,12,732.346431489893,12,2,0,0,5,54,14,24,40,0,2,0,12,0,12,72,0
chart\annotations\TextAnnotation.java,org.jfree.chart.annotations.TextAnnotation,30,14,12,26,17,10,128,95,1,2,1,4,0,4,17,9,0,1,1,2,1,0,0,0,0,0.0735294117647059,0.333333333333333,0.340659340659341,1,6,1,80,24,1,1,0.869791666666667,0.856617647058824,0.411764705882353,0.181372549019608,1,0.5625,-1,0.340659340659341,0,0,6,1310.14481403201,5,9,0,0,13,30,6,16,24,0,9,0,13,0,10,36,0
chart\annotations\XYBoxAnnotation.java,org.jfree.chart.annotations.XYBoxAnnotation,23,12,8,23,9,27,126,90,2,0,2,4,4,0,5,14,4,2,0,0,1,0.347826086956522,0,0,0,0.148148148148148,0.25,0.5,0.5,0,0.5,23,10,4,2,0.640625,0.726851851851852,0.416666666666667,0.430555555555556,0.875,0.5,-0.666666666666665,0.5,0,0,6,0,9,3,0,0,0,61,12,24,49,0,3,0,7,0,18,47,0
chart\annotations\XYDataImageAnnotation.java,org.jfree.chart.annotations.XYDataImageAnnotation,29,10,6,30,16,21,136,93,2,0,2,4,4,0,12,14,4,2,0,0,1,0.266666666666667,0,0,0,0.0729166666666667,0.19047619047619,0.348484848484849,0.833333333333333,0,0.833333333333333,86,52,5,4,0.755555555555555,0.856944444444445,0.291666666666667,0.291666666666667,0.8,0.733333333333333,-1,0.348484848484849,0,0,6,0,9,1,0,0,0,46,12,18,34,0,1,0,7,0,12,49,0
chart\annotations\XYDrawableAnnotation.java,org.jfree.chart.annotations.XYDrawableAnnotation,17,11,7,20,6,19,106,72,2,0,2,4,4,0,2,14,4,2,0,0,1,0.4,0,0,0,0.203703703703704,0.2,0.5,0.5,0,0.5,9,3,3,2,0.571428571428571,0.622222222222222,0.466666666666667,0.523809523809524,0.8,0.6,-1,0.5,0,0,6,0,8,0,0,0,0,32,12,14,20,0,0,0,0,0,8,38,0
chart\annotations\XYImageAnnotation.java,org.jfree.chart.annotations.XYImageAnnotation,24,9,5,26,12,17,115,78,2,0,2,4,4,0,8,14,4,2,0,0,1,0.307692307692308,0,0,0,0.0972222222222222,0.163636363636364,0.428571428571429,0.75,0,0.75,47,28,5,4,0.781818181818182,0.810606060606061,0.303030303030303,0.283333333333333,0.727272727272727,0.636363636363636,-1,0.428571428571429,0,0,6,0,9,2,0,0,0,37,12,16,25,0,2,0,7,0,10,46,0
chart\annotations\XYLineAnnotation.java,org.jfree.chart.annotations.XYLineAnnotation,23,11,7,22,8,20,134,93,2,0,2,4,4,0,4,14,4,2,0,0,1,0.363636363636364,0,0,0,0.135416666666667,0.333333333333333,0.5,0.5,0,0.5,15,2,3,2,0.612244897959184,0.735119047619048,0.5,0.464285714285714,0.857142857142857,0.571428571428571,0,0.5,0,0,6,0,10,2,0,0,0,75,12,27,63,0,2,0,4,0,21,48,0
chart\annotations\XYPointerAnnotation.java,org.jfree.chart.annotations.XYPointerAnnotation,39,36,14,62,23,22,223,166,3,0,3,8,8,0,19,39,4,3,0,0,1,0.193548387096774,0,0,0,0.0635451505016722,0.316017316017316,0.310526315789474,0.9,0,0.9,158,63,2,2,0.86038961038961,0.885679537853451,0.375494071146245,0.177018633540373,0.954545454545455,0.545454545454545,1,0.310526315789474,0,0,32,0,10,2,0,0,0,89,41,47,48,0,2,0,7,0,15,99,0
chart\annotations\XYPolygonAnnotation.java,org.jfree.chart.annotations.XYPolygonAnnotation,30,9,5,27,13,18,145,100,2,0,2,4,4,0,9,14,4,2,0,0,1,0.296296296296296,0,0,0,0.102564102564103,0.409090909090909,0.535714285714286,0.75,0,0.75,41,4,4,2,0.65,0.805555555555556,0.5,0.4,0.916666666666667,0.666666666666667,-0.666666666666667,0.535714285714286,0,0,6,0,10,3,0,0,0,75,12,29,63,0,3,0,10,0,23,53,0
chart\annotations\XYShapeAnnotation.java,org.jfree.chart.annotations.XYShapeAnnotation,22,9,5,23,9,18,125,91,2,0,2,4,4,0,5,14,4,2,0,0,1,0.347826086956522,0,0,0,0.148148148148148,0.321428571428571,0.5,0.5,0,0.5,21,6,4,2,0.525,0.726851851851852,0.472222222222222,0.533333333333333,0.875,0.5,-0.666666666666665,0.5,0,0,6,0,10,4,0,0,0,70,12,28,58,0,4,0,10,0,22,50,0
chart\annotations\XYTextAnnotation.java,org.jfree.chart.annotations.XYTextAnnotation,57,22,18,45,31,25,262,192,2,1,2,8,4,4,27,14,4,2,1,1,1,0.177777777777778,0,0,0,0.0463709677419355,0.218390804597701,0.208994708994709,0.928571428571429,10,0.928571428571429,346,227,2,2,0.894444444444444,0.910215053763441,0.268817204301075,0.134408602150538,0.966666666666667,0.533333333333333,-0.619047619047649,0.208994708994709,0,0,17,1828.65807643871,11,12,0,0,21,93,23,42,70,0,12,0,19,2,25,79,0
chart\annotations\XYTitleAnnotation.java,org.jfree.chart.annotations.XYTitleAnnotation,38,12,8,29,15,17,188,132,2,0,2,4,4,0,11,14,4,2,0,0,1,0.275862068965517,0,0,0,0.0933333333333333,0.340659340659341,0.41025641025641,0.846153846153846,0,0.846153846153846,61,17,3,2,0.741071428571429,0.826666666666667,0.428571428571429,0.308333333333333,0.928571428571429,0.714285714285714,-9.65894031423886e-015,0.41025641025641,0,0,8,0,21,3,0,0,0,93,14,43,79,0,3,0,6,0,35,67,0
chart\axis\Axis.java,org.jfree.chart.axis.Axis,141,42,42,69,69,68,635,436,0,3,0,51,0,51,69,0,0,0,2,14,0,0,4,0,4,0.0455486542443064,0.0671641791044776,0.257062146892655,0.870056497175141,42,0.870056497175141,2159,1972,9,5,0.966736694677871,0.913408841797589,0.0942028985507246,0.0472739820565908,0.926470588235294,0.852941176470588,-0.919003115264796,0.257062146892655,0,0,0,79460.5437141312,17,25,0,0,216,168,0,72,168,3,25,12,69,145,72,108,0
chart\axis\AxisCollection.java,org.jfree.chart.axis.AxisCollection,12,4,4,6,6,2,44,31,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.4,0.4,1,0,1,6,0,1,1,0.6,0.666666666666667,0.6,0.5,1,1,0,0.4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,6,14,0,6,0
chart\axis\AxisLocation.java,org.jfree.chart.axis.AxisLocation,18,6,6,6,6,3,71,46,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.1,0.333333333333333,0.333333333333333,9,0.333333333333333,11,7,3,1,0.833333333333333,0.666666666666667,0.4,0.305555555555556,1,0.6,0,0.333333333333333,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,28,2,5,0,6,0
chart\axis\AxisSpace.java,org.jfree.chart.axis.AxisSpace,44,5,5,19,19,16,174,109,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.147368421052632,0.725490196078431,0.73202614379085,0.888888888888889,0,0.888888888888889,42,0,2,2,0.522222222222222,0.754385964912281,0.754385964912281,0.505263157894737,0.944444444444444,0.666666666666667,-0.499999999999999,0.73202614379085,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,28,12,114,0,19,0
chart\axis\AxisState.java,org.jfree.chart.axis.AxisState,17,3,3,13,13,10,56,38,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0.272727272727273,0.418181818181818,0.418181818181818,8,0.418181818181818,53,28,4,2,0.75,0.726495726495726,0.384615384615385,0.307692307692308,0.833333333333333,0.583333333333333,1,0.418181818181818,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,17,3,96,0,13,0
chart\axis\CategoryAnchor.java,org.jfree.chart.axis.CategoryAnchor,10,5,5,4,4,2,41,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333333333,1,1,7,1,3,0,2,1,0.933333333333333,0.5,0.666666666666667,0.3,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,5,2,1,0,4,0
chart\axis\CategoryAxis.java,org.jfree.chart.axis.CategoryAxis,139,55,13,111,50,102,715,469,1,1,1,15,6,9,44,61,6,1,3,3,1,0.0540540540540541,4,4,0,0.0758333333333333,0.076530612244898,0.325825825825826,0.893393393393393,189,0.893393393393393,1125,1025,20,3,0.93563579277865,0.871258503401361,0.113469387755102,0.0830769230769231,0.857142857142857,0.673469387755102,-0.671665351223362,0.325825825825826,0,0,39,19649.7479474527,29,4,0,0,23,267,71,141,196,0,4,45,68,111,102,212,0
chart\axis\CategoryAxis3D.java,org.jfree.chart.axis.CategoryAxis3D,17,56,1,108,5,12,93,56,2,0,2,5,5,0,2,103,3,2,0,0,1,0.0555555555555556,0,0,0,0.25,-0.5,0,0,0,0,10,10,5,4,1.25,0.55,0.1,0,0,0,-1,0,0,0,15,0,7,0,0,0,0,57,50,20,7,0,0,0,1,3,5,210,0
chart\axis\CategoryLabelPosition.java,org.jfree.chart.axis.CategoryLabelPosition,24,7,7,12,12,13,106,66,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.154761904761905,0.181818181818182,0.357142857142857,1,0,1,48,30,4,1,0.818181818181818,0.725108225108225,0.318181818181818,0.25,1,0.727272727272727,-0.733333333333336,0.357142857142857,0,0,0,0,4,4,0,0,0,9,0,6,9,4,4,11,13,32,6,18,0
chart\axis\CategoryLabelPositions.java,org.jfree.chart.axis.CategoryLabelPositions,33,10,10,11,11,16,229,90,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.236363636363636,0.222222222222222,0.833333333333333,1,54,0.583333333333333,45,35,7,1,0.9,0.650909090909091,0.363636363636364,0.181818181818182,1,0.7,-0.52,0.583333333333333,0,0,0,0,6,9,0,0,0,72,0,20,72,1,4,2,10,3,20,21,0
chart\axis\CategoryLabelWidthType.java,org.jfree.chart.axis.CategoryLabelWidthType,10,4,4,4,4,2,40,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333333333,1,1,5,1,3,0,2,1,0.916666666666667,0.5,0.666666666666667,0.3125,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3,2,0,0,4,0
chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,11,8,3,13,6,6,50,34,1,0,1,1,1,0,5,7,1,1,0,0,1,0.0769230769230769,0,0,0,0.166666666666667,0.7,0.7,1,0,1,3,0,1,1,0.4,0.666666666666667,0.8,0.666666666666667,1,1,0,0.7,0,0,2,0,4,3,0,0,0,18,7,7,11,0,3,0,7,6,5,17,0
chart\axis\CompassFormat.java,org.jfree.chart.axis.CompassFormat,6,5,5,5,5,9,32,20,1,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0.3,-0.333333333333333,0.5,0.5,4,0.5,10,10,5,3,1.2,0.5,0.2,0.04,0.5,0,-1,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,10,0,0,5,0
chart\axis\CyclicNumberAxis.java,org.jfree.chart.axis.CyclicNumberAxis,122,92,11,185,34,65,630,388,3,0,3,18,18,0,22,151,12,3,0,0,1,0.194594594594595,2,2,0,0.106617647058824,0.168560606060606,0.380952380952381,0.909090909090909,25,0.909090909090909,449,337,7,3,0.90633608815427,0.83355614973262,0.2174688057041,0.120320855614973,0.939393939393939,0.575757575757576,-0.500000000000001,0.380952380952381,0,0,71,0,18,5,0,0,0,269,122,135,147,0,5,0,20,18,64,281,0
chart\axis\DateAxis.java,org.jfree.chart.axis.DateAxis,158,82,12,172,51,80,1043,692,2,0,2,14,14,0,39,121,12,2,0,0,1,0.13953488372093,1,1,0,0.0763673890608875,0.0840816326530612,0.230252100840336,0.73109243697479,167,0.425210084033613,1174,1073,28,2,0.948333333333333,0.864767801857585,0.12,0.0702614379084967,0.74,0.58,-0.824027072758036,0.178151260504202,0,0,61,0,26,8,0,0,0,639,96,250,543,0,8,0,65,11,189,285,0
chart\axis\DateTick.java,org.jfree.chart.axis.DateTick,8,8,1,16,5,12,33,20,2,0,2,2,2,0,4,11,1,2,0,0,1,0.125,0,0,0,0.333333333333333,0.5,1,1,0,1,4,0,2,1,0.25,0.466666666666667,0.7,0.8,1,0.75,-1,1,0,0,2,0,3,1,0,0,0,12,9,3,3,0,1,0,10,6,1,20,0
chart\axis\DateTickMarkPosition.java,org.jfree.chart.axis.DateTickMarkPosition,10,5,5,4,4,2,41,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333333333,1,1,7,1,3,0,2,1,0.933333333333333,0.5,0.666666666666667,0.3,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,4,2,0,0,4,0
chart\axis\DateTickUnit.java,org.jfree.chart.axis.DateTickUnit,35,9,6,23,18,21,138,93,1,0,1,3,3,0,15,5,3,1,0,0,1,0.130434782608696,0,0,0,0.150793650793651,0.183823529411765,0.371794871794872,0.538461538461538,3,0.538461538461538,115,77,6,2,0.823529411764706,0.739495798319328,0.274509803921569,0.222222222222222,0.882352941176471,0.764705882352941,-0.836065573770492,0.371794871794872,0,0,2,0,2,3,0,0,0,27,4,15,23,2,3,10,22,58,13,28,0
chart\axis\DateTickUnitType.java,org.jfree.chart.axis.DateTickUnitType,15,9,9,5,5,3,67,42,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.2,0.166666666666667,0.333333333333333,0.333333333333333,15,0.333333333333333,6,2,2,1,0.916666666666667,0.6,0.5,0.266666666666667,1,1,0,0.333333333333333,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,7,2,21,0,5,0
chart\axis\ExtendedCategoryAxis.java,org.jfree.chart.axis.ExtendedCategoryAxis,22,59,4,114,11,12,89,61,2,0,2,5,5,0,8,103,3,2,0,0,1,0.0526315789473684,0,0,0,0.109090909090909,0.555555555555556,0.428571428571429,1,0,1,20,0,1,1,0.675,0.789090909090909,0.636363636363636,0.386363636363636,1,0.7,-1,0.428571428571429,0,0,6,0,7,3,0,0,0,39,14,16,25,0,3,0,9,0,10,219,0
chart\axis\LogAxis.java,org.jfree.chart.axis.LogAxis,78,75,5,157,33,53,445,319,2,0,2,10,10,0,24,124,9,2,0,0,1,0.114649681528662,0,0,0,0.116550116550117,0.110887096774194,0.471861471861472,0.909090909090909,138,0.909090909090909,474,420,17,1,0.875,0.81993006993007,0.164772727272727,0.151515151515152,0.9375,0.65625,-0.532908704883227,0.471861471861472,0,0,49,0,16,2,0,0,0,279,83,138,196,0,2,0,30,0,89,239,0
chart\axis\LogarithmicAxis.java,org.jfree.chart.axis.LogarithmicAxis,114,91,10,184,28,30,548,332,3,0,3,10,10,0,21,156,7,3,0,0,1,0.114130434782609,0,0,0,0.147959183673469,0.116809116809117,0.222222222222222,0.522875816993464,55,0.522875816993464,321,264,8,1,0.896296296296296,0.76681783824641,0.17989417989418,0.135714285714286,0.962962962962963,0.481481481481481,-0.642512077294686,0.222222222222222,0,0,24,0,8,1,0,0,0,75,29,49,46,0,1,0,3,0,25,268,0
chart\axis\MarkerAxisBand.java,org.jfree.chart.axis.MarkerAxisBand,18,8,8,7,7,18,113,77,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.232142857142857,0.866666666666667,1,1,7,1,3,0,1,1,0.583333333333333,0.607142857142857,0.904761904761905,0.5,1,1,-0.799999999999999,1,0,0,0,0,8,3,0,0,0,28,0,15,28,1,3,2,11,0,15,22,0
chart\axis\ModuloAxis.java,org.jfree.chart.axis.ModuloAxis,40,84,3,173,17,31,206,117,3,0,3,12,12,0,10,156,7,3,0,0,1,0.121387283236994,0,0,0,0.245098039215686,0.658333333333333,0.972222222222222,1,30,1,46,0,3,1,0.416666666666667,0.693627450980392,0.698529411764706,0.607843137254902,1,1,-0.313725490196079,0.972222222222222,0,0,11,0,3,1,0,0,0,59,25,36,34,0,1,0,8,0,25,257,0
chart\axis\MonthDateFormat.java,org.jfree.chart.axis.MonthDateFormat,21,3,3,11,11,23,133,105,1,0,1,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0.153846153846154,-0.133333333333333,0.5,0.5,144,0.5,52,49,9,8,0.8,0.742657342657343,0.0727272727272727,0.272727272727273,0.3,0.3,-0.5,0.5,1,1,0,0,2,2,0,0,0,144,0,72,144,0,1,0,16,0,72,14,0
chart\axis\NumberAxis.java,org.jfree.chart.axis.NumberAxis,111,81,11,163,38,47,765,583,2,1,2,32,10,22,30,125,8,2,5,5,1,0.098159509202454,2,0,2,0.0789473684210526,0.0495495495495496,0.17,0.403333333333333,70,0.403333333333333,666,629,23,7,0.958230958230958,0.864106211474633,0.0995732574679943,0.0669856459330144,0.783783783783784,0.621621621621622,-0.661904761904762,0.17,0,0,63,95872.3086350143,19,5,0,0,51,1313,107,488,1206,1,5,2,32,55,425,243,0
chart\axis\NumberAxis3D.java,org.jfree.chart.axis.NumberAxis3D,8,82,1,165,3,7,48,34,3,0,3,2,2,0,2,162,1,3,0,0,1,0.0181818181818182,0,0,0,0.333333333333333,-1,1,1,0,1,3,3,3,2,1.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0,0,7,0,7,0,0,0,0,30,25,10,5,0,0,0,1,3,3,250,0
